inputName,size,goal,a[size][size]
values_82,14,12,"[[-15087, -24075, -1030, 27548, 12295, -11140, -7939, -9576, -26237, 31424, 1664, 2699, -15545, -18617],[-13476, -1829, 12193, -16098, -2067, 18426, 20024, -14154, -10, 18918, -30704, -15341, -15430, -3041],[12968, 25691, 13717, -2762, -15682, -15347, 9382, 19801, 9858, -18587, -4825, 18622, -2876, 2155],[-98, 1373, -16555, 30793, -8605, -22737, 5335, 9592, -6958, -16495, -11517, 16229, 23105, -9492],[-18620, -12902, -25463, 17562, 29745, -7691, -20686, 16571, -2833, 5967, 9485, 24175, 21627, 21212],[-16479, 15123, -3242, 32294, -20935, -22330, 20098, 21138, 9413, 9141, 1709, 1137, 3978, -28136],[-30908, -21379, 24504, 28518, -1257, 13218, -8362, -20888, -2297, 27798, 16773, 28469, 30807, -1251],[7494, 58, 5029, -31238, 10188, -29697, 3975, -9706, 17011, -610, 7465, 18117, 7390, -17360],[23366, -680, 13950, 7679, -29455, 12872, -30351, 8969, 1209, 24606, 11510, -21192, 18833, -13955],[19894, -23235, -1592, 32476, -5948, -24036, 13330, 26116, -7258, 2612, -18832, -4834, -11342, 16033],[-16943, -24246, 4446, -3507, 7734, -30370, -13585, -24764, 27647, -9980, -23909, -30706, 32711, -5116],[21932, -20700, -18667, -4785, 9905, -22660, -26958, 25443, 28370, 1710, 29786, -24468, 30843, 26858],[30997, -18676, -31017, 6642, 19362, -9752, 26678, 15851, 103, 26417, -16973, 13671, -495, 21082],[31550, -16205, -14556, 29463, 18473, -28757, -21083, -2771, -10705, -10890, 4126, -25286, -10112, -26795]]"
values_75,10,17,"[[23410, -5849, 18856, 11590, 18825, 18217, 19264, 16458, -30333, -18150],[-14461, 2578, 1874, -20167, 24995, -7942, -8928, -29524, -16224, 15757],[-26558, -15652, 3218, -6987, 24891, -9057, 16927, -3916, 22481, 17971],[16302, -8493, 27634, 30725, 14827, 15018, 12024, 9839, 19256, -24408],[1710, 947, -24976, -16505, -3350, -27292, 3853, -24470, -25792, -335],[15988, -2787, -8378, -17537, 10322, 28112, 6097, -26138, 21903, -8212],[13146, 18180, -17663, 96, -19704, -20818, -15378, 30056, 15923, -27946],[-404, -10386, -30224, 15536, -6902, -23710, -25463, 16520, 16286, -22362],[-14848, -2528, -28780, -8175, 30801, -21216, 11927, -8496, 20935, 22767],[-1864, 15578, 16184, 372, 22982, -23075, -16606, 25699, -20688, 11844]]"
values_51,21,32,"[[25091, -31226, 3443, 10034, 5606, -12531, -8040, 16364, 6058, 31879, -17888, 10142, 28108, -29818, -26388, 27097, -17602, 28331, -12572, -14238, -29196],[10139, 3453, -27461, -19984, -31107, 24298, -25083, 6205, 11543, 23689, 19440, -2949, 30433, 2321, -23432, 30708, 24904, -30174, -6717, -4015, 16436],[-28385, 1372, 28179, 10332, 21050, -21488, 4437, -7876, 5606, -20960, 28532, 15745, 20572, 9097, -21435, -22073, 11601, 7471, -11296, 921, -6281],[-9253, -25564, -16299, -27738, -6022, -262, -32759, 10617, -4290, -27743, -2533, -21937, 26602, 8856, 31674, 20861, 32623, -15031, 12878, -10886, 25510],[11, 25553, 1858, 10009, -31838, 18942, 4860, 9454, 31451, 9144, -22873, 7736, -22248, -30462, 13786, -14150, 30286, 7440, -11661, -19334, 3245],[-25767, 20541, 28645, 19389, -8882, 12435, 2592, 16832, 13817, 15029, 21174, -3919, 2299, -8217, -3941, -15244, -20995, -8281, -6862, 4623, 8831],[22852, -31864, 18245, 17782, 8981, 29654, -11099, 27990, 21050, 24325, -8797, -6407, -14747, 20453, -32715, 21166, -603, 3863, 12481, 14120, -6108],[18544, -474, -18334, 30739, -16131, -12203, 3994, 29208, -30600, 30243, -4160, 30276, -6248, 22449, 11567, -27254, -10163, 22928, -16018, 25277, -11974],[9396, -11081, 29784, 21143, 23978, 25942, -22385, 18516, -16755, 20568, 4004, 12045, 12829, -28311, 14358, 31703, 19891, -20351, 19214, 6990, -14800],[12068, -27015, -3141, 3994, 7412, -19297, -18898, 933, -10660, -27666, 18452, -4803, 22690, -32459, -2486, 9324, 31200, -11198, -1218, 25965, 16020],[2385, 4780, 6175, 18839, 10751, 15094, 24636, 16680, -1419, 19021, 28915, 5357, -8566, -3721, -22648, -12712, -23195, -13594, 24710, -23780, -12202],[-8520, -23114, 21681, 15619, 15138, -14491, 294, 12377, -31600, -32667, 14123, -20375, 10326, 12213, -12379, -12715, -28510, 27666, 16872, -1562, -24554],[9139, 27467, 14812, 13116, 16170, 17117, -31606, 18426, 17563, -21009, 18328, 27340, -18921, 31772, -9708, 30696, 22091, 26889, 14494, -27143, -23755],[-20633, 25509, -23952, -19176, 22297, 5750, -29732, 19122, 22221, 23417, 26908, 10159, 11872, -14014, 2878, 22607, -20206, 27722, 5786, 13802, -11260],[-32569, -30043, 7365, -27824, 4999, -8457, -4245, 24155, -17132, 16945, 26682, 11268, 28611, 28548, -23595, 1609, -17705, -1844, -12263, 27305, 30233],[3542, 12627, 3765, -22681, -11298, -13309, -27863, -6976, -32754, 5744, -24971, -20211, -13725, 12307, -26645, -32040, 27515, -14553, -16346, 4140, -7140],[-29135, 26754, -28381, -12664, 31209, -6129, -2824, 14153, -21090, -23754, 15682, -873, -24363, 20936, 6882, 15597, 22802, 21767, 10122, 15084, -7175],[6391, -2876, -22251, 22669, 13587, -4441, -32265, -13610, 25600, -30643, 29365, 27257, 1078, 3219, 26197, 4463, -23739, 2830, 21835, 6648, 16631],[31695, -26764, -2916, -31388, 27545, 30592, -10014, -17127, 9947, -13305, 11037, 16094, -18007, -27006, -20436, 11360, -22831, 15579, 18763, -15222, 18644],[-32656, -22819, -28926, 25472, 23206, 9488, 32264, 17321, 3364, 27024, 20957, 9617, -29297, 27267, 8626, 14498, 23838, 17800, -25579, -2944, -32449],[2503, 22609, -25572, 11354, 13171, -32190, -11992, -20428, 1690, -3004, -2278, -28004, -11251, 3648, 26342, -27029, 7191, 14715, -1947, -15100, -9465]]"
values_7,24,7,"[[1437, -7467, 20252, -28008, 10470, 6318, 10181, -30141, 7564, -18992, 20664, -30922, 4513, 3703, 23917, -470, -14304, -29586, 14114, 31542, 29184, -31891, -2931, 30068],[26622, 24727, -28531, -3509, 1501, 13378, 24670, -3318, -26727, -21997, 14795, 13757, -7004, -19971, 11402, 4106, -17705, 30072, 13180, -29572, -4173, -480, 31533, 14089],[-178, 4626, -21947, -25754, 3674, 17450, -8227, 11241, 26264, 6812, -15883, -25106, 31477, -15483, 9647, 16117, -13697, 11765, -23430, -18933, -31456, -23874, -9306, 24608],[-5389, -26254, 13386, -5756, -1213, 25577, -30275, 8282, -7555, -31187, 996, -12787, -24799, -31094, -7988, -16439, -28689, 11373, 3849, 13371, 16497, 28701, 17446, -5685],[16468, 10427, -26277, -15139, -3937, -13638, -5672, 7658, 30773, -17403, 15146, 13867, 3428, 15141, 5233, -19731, -22044, -18135, -31412, 18476, 14501, 11757, 26496, 5823],[6183, 30578, 28785, 26850, 31953, -6947, -19331, 24194, -17305, -190, 1701, 19794, 20685, 2908, 18201, 15985, 5612, 28053, 7678, -8007, 16204, 1961, -4594, -27014],[-29539, 12727, -18369, -3496, 7768, 25238, -8097, 1950, -30703, 4003, -27222, -1799, 27499, -10065, -29627, -10560, -8059, 18693, 21011, 11620, 30416, 3705, -27392, 13569],[-3098, 30950, 5350, 18846, 3526, 2808, -17129, -15380, -20168, -22866, 24091, 13180, 9825, -20889, -29907, -18624, -5823, -14888, 20962, 24036, -15564, -20629, -13635, -32106],[-10175, 29795, 26030, -7171, 15732, 19797, -15164, 28250, -8582, -1804, -29583, 10199, 26614, 32678, -18510, -21504, 7680, -971, -28121, -20345, 7295, 4520, 8138, -4371],[-23663, -25215, -31689, 32764, -17166, 18635, -1039, -32380, 19088, 16220, -27222, -4396, -25495, 19934, -11406, 14120, 30302, -21613, 13329, 30587, 28067, -17565, -18835, -2739],[14729, 25989, -9465, 7111, 30141, -32503, -21835, 4311, -21674, -32647, 4750, -21834, -17044, 28437, 27841, -13184, -21865, -29613, -19535, -12988, -28423, 24428, -5274, -11610],[18604, 1063, 30464, 5094, -25292, -16519, -26250, -6961, 4305, -10204, -18827, 21645, 8755, -7217, 22751, -2602, -8514, 19132, 29139, -299, -10758, -11701, 19204, 3528],[-24024, -30506, -9455, -27856, 413, -10544, -427, -20768, 22014, -18581, 19354, -25884, -18506, -29084, -8411, -20155, -29148, 155, -11681, -19900, 21793, -2130, -11814, -20992],[-6134, 10622, 8360, -6335, 4149, -17854, -13791, 5804, -4153, 32397, -5791, -1448, 26292, 25839, -29984, -9222, -31930, -24908, 26971, -26526, -17021, 9161, -8535, 14128],[-9905, 26390, 26489, -16988, 30578, 16091, -26688, -4462, -7503, 18903, -30655, 10116, 7177, 32052, -22633, -13327, -23653, -16635, -28855, -28843, 32738, -6769, 8125, 18128],[22779, 21283, -23248, 29899, -19438, -13818, -27553, 25596, 23698, 6636, 18281, -18281, 31648, -8239, -192, 17477, 3761, -717, 24240, -28135, -7893, -31858, 10925, -11084],[-28196, -27334, 23188, 29723, 21721, 24199, -16005, -10277, 6990, -23292, 20949, -31118, 6583, 27234, -7330, -6363, 3452, -23598, -13955, 12850, -26451, -15675, 9671, 27275],[28077, 29782, 15903, -14075, 17290, -14313, 27388, 22352, -6570, 7521, -20823, 28641, 4559, -27955, -6747, 1611, 28388, 9146, -6469, 12252, 890, 23616, -2272, -8062],[-25830, -11484, 23424, 31594, 20814, -29855, -1262, -26859, -29586, 6900, 6890, 5473, -5129, -22934, 23180, 19027, 17931, 13387, -32192, 24561, 1545, 447, -13009, 28275],[-22835, 8794, 26555, 14317, 26497, -30962, -28896, 11375, 28137, -5975, -24210, 31603, -3392, -32326, 3453, -29831, -21430, 30552, -16810, 4318, 2469, -3660, 20903, -25638],[5651, 21152, -28564, 19604, 9928, -9456, 2180, -24758, 31401, 22354, 13647, 20314, 18809, 11533, -7218, 29311, -19895, -31020, 31846, -32213, -19776, -1977, -15034, 5138],[26206, -9204, -26520, -11765, 9865, 14746, 28337, 23253, -29438, -4192, 6440, 17975, 2683, 18907, 13735, -21676, -1358, 6420, 1230, -5681, 29608, 18868, 20467, -24071],[-10441, 12993, -7629, -26868, 18984, -6246, -30486, -20274, -7315, 28455, -986, -7337, 31267, 26024, 7017, 5656, -1922, -27465, -14769, 2654, 18418, 4743, -6327, 14861],[1528, 17031, -17118, -15957, 13947, -14780, 24461, -19528, -16378, 12451, 9022, 24981, -21794, -24176, -23175, 13217, 18207, -29483, -17876, 1336, -4665, 19673, -5890, -12837]]"
values_92,10,12,"[[-20144, -8770, -16733, 2867, -18703, 30955, 19700, -13348, -21827, -2867],[-19429, 16654, 27292, -24890, 24224, -5761, -8802, 8915, -14406, -4854],[3000, 3579, -19403, 23267, -21559, -4105, -11437, 895, 7545, -2441],[26814, -2412, 9658, -18844, 32596, 26031, 23000, 11665, 3881, -31722],[6728, 13698, -1869, 6734, -19096, 3104, -2898, 10427, 11235, -3719],[-22711, 16964, 883, -25755, -5121, -286, -7297, 2070, 13791, -32462],[-1127, -29420, 8719, -2451, -2499, 22727, 9082, -29433, -26936, 28834],[-9991, -5959, -22233, 29788, -25069, 25639, -22276, 2184, -2793, -29634],[-17236, -17505, -1333, -22583, -13315, -25046, 25422, 22847, -10835, 10988],[-10283, 20529, -70, -6123, 16477, -32599, 8650, -30068, -20164, -9014]]"
values_56,21,4,"[[4105, 26737, 2859, 9838, 5828, -6891, 28568, 11079, -31237, 21923, 14275, -19146, -19975, -30627, 16895, 26314, -9686, -3986, -21795, 25456, -11899],[-21236, 21288, 14103, 7007, -10695, 13405, 23527, 12445, -21616, 17012, -23015, -31890, -18182, 1806, -6535, 9655, 12, -10401, -18850, -17262, 520],[-15148, 435, 26700, -2035, 1686, -22373, -6794, -5437, 14031, 26700, -13691, 28426, -15195, -3009, 4680, -4047, -11193, 29660, -25175, -832, -29975],[5708, -26843, -28039, 21496, 21854, 11523, -15660, -9666, 25118, 18511, 21455, 27926, 27967, 12944, -21040, 10208, -2224, -27869, 23592, -20830, 25094],[-1724, 21798, -31353, -8792, 25840, 6746, -30527, -25918, -27853, -18219, -1588, 26342, -2176, 7059, 24359, -22175, 4834, 1884, -20236, 5751, -23679],[24705, 18631, -17063, 24558, -15676, 31010, -16166, 7221, -394, -26196, 28913, -15968, 22123, 28450, 12890, 2884, 2170, 17402, 32299, 14043, -28561],[-17910, 5439, -23075, 12230, -16246, -29918, 19692, 3087, -25963, 28722, -15043, 15133, 10326, 30917, 6346, -15795, 21191, -29521, 30134, 21335, 27557],[13170, 30817, 10342, 8952, -27446, 27415, -29342, -17771, -18713, -14936, 3688, 10899, -15909, -4086, -25596, -32022, -25262, -7942, 31260, -4803, -7534],[-1255, -26180, -29699, -896, 31081, 20005, -15869, 16869, -31413, -8724, 6566, -24603, 18644, -18398, -2658, -30494, 17692, -29109, 10956, -12106, 19441],[19126, 30031, -4106, 16750, -29616, -31066, -416, 21804, -20599, -12009, -17667, -31945, -109, -25454, 17236, -10410, 20899, 7211, -9546, 18673, 4643],[-4672, -4389, 17190, -26662, 7987, -26014, -4804, -30963, 24104, 13541, 18342, -11401, -13448, -15701, 27415, -18258, 14649, -26730, -9696, 7708, -31839],[-26310, 31699, 17008, -3779, -9545, 30911, -9215, -23380, -19818, -9919, 25375, 7986, -14195, -29858, -9919, 24937, -4733, 31650, -20929, 24651, -28852],[-3293, 31787, -7230, -10962, -12340, -7919, -3860, 16470, 26504, -12009, -14339, -15224, -21056, -8671, 16033, 6151, -1219, 11351, -12196, 9193, -14014],[-12809, -17874, 18893, 437, 5467, 27045, 15398, -4837, -32148, -26749, -6876, 16843, -9682, -25615, 3120, -15698, -11847, -3699, -13823, 31730, -7335],[-28989, -7133, -25345, 8175, 21493, 20146, -28796, 6840, 27755, 21244, -23214, 29436, 19562, -32092, -23747, 25059, -14797, 25164, -12776, -25330, 23080],[6236, -7005, -3550, 26066, -13013, 1640, -2426, -11726, -3117, -26167, -5137, -27615, 422, -24467, 17302, 1858, 3586, 21250, -17156, 7781, -8203],[-11061, -2298, 5990, 12879, 15454, 7997, -26252, -28121, -16245, -17267, 10255, 500, -24212, 18245, 17052, 16547, 14589, -17458, 23734, 31566, -1448],[30594, 23650, 12033, -18029, 18878, -28609, -2336, -24761, 28254, -32356, -11193, 27706, -302, -959, 7988, -2086, -11252, -19149, 17451, 5895, -28839],[250, 29218, 28991, 27619, 23103, 28844, 6664, 15350, 32527, 18351, 12571, -29771, -15705, -12471, -20386, -3113, 19729, 32541, 6574, 31743, -1917],[22975, 6729, -13240, -1103, -9225, 14615, 31920, -10631, -11858, 25892, -1063, -30623, 22122, -2170, 31413, -27260, 22848, 32323, -1817, -4364, 9807],[-22186, -2326, -25463, 23707, 6140, 1122, -16081, 5719, -18112, 8125, -8522, -16220, 31376, 5363, -5140, 13243, -116, 9963, 17592, 21668, -32027]]"
values_47,18,7,"[[21435, 27542, 26911, -8874, -20873, -10075, -25501, 20918, 1981, 8669, -15779, -12221, -32530, -28889, 17755, 23856, -3901, 9117],[-346, 22893, -12955, -5836, -18037, -3723, -18336, 30947, -24635, 5651, -9443, -31762, -28730, -9129, -6483, -17552, -5006, -28019],[22103, -13076, -23772, 1835, 16031, 28486, 23154, -25031, 24198, 7795, -20747, -20399, 9830, -17142, 13470, 27137, -31716, 11689],[22332, 23595, 4618, -16754, 18966, 20323, -25264, -27995, 24345, 1996, -6682, 27117, 23984, -24725, -2921, 8413, -21793, 9143],[30386, 11523, -21567, 12651, -10791, 18609, 26014, -16297, -22719, 830, -26795, -16076, -21711, -17575, 17147, -1252, -20703, -844],[26728, -15350, -30464, 28944, -13332, 10086, 13726, -24852, -13561, -16738, 16006, -3541, 8851, -5949, -26278, 9964, 20863, -5701],[-17775, 20606, -2179, 22405, -31295, -29462, 30297, 25036, 21276, 23389, 7419, -8370, 22051, -27930, 28245, 10154, -12348, 21017],[22979, -1023, 17300, -883, 25602, 15664, -28614, -4960, 15022, -17143, -11920, -8623, 27470, -23681, 617, 17632, 18345, -29177],[-27767, 28041, 26292, 8128, -12133, 22227, -22389, 10515, -26632, 15940, -12532, -16160, -25548, -5155, -21096, -2110, -32605, 872],[92, 30432, 10076, 4970, -32580, -17046, -30347, -12897, 3701, 24601, 22380, 18200, -6931, 22293, -10522, 28268, -22795, -8384],[4095, -29103, -23960, 13775, -14171, 18736, -23005, -24611, -22504, -5600, 11898, -5651, -27598, -31, 11559, -11210, 14575, 1311],[-12096, -11309, -14045, 25952, 12543, -2373, -31859, -25839, 27805, -32222, 31837, -20472, -12395, 19082, -227, 24348, 30624, -27926],[-28392, 32318, -9838, -10358, 1011, 32545, 434, -16209, 21748, -30943, 8419, -5297, -12523, 19017, -5699, 8001, 31805, 32597],[-8176, 22473, 3121, 4911, 30466, 11610, 1060, -15974, -21622, 21531, 66, -21298, -20282, -31678, 14253, -9890, 23185, 10009],[-24141, 6785, -24293, 234, -2594, 19973, 1262, -3609, -7, -5474, -18819, -12555, -13253, -32129, -13114, 23685, 11735, 11865],[25042, 17963, -1468, -751, -3220, -7045, -19815, -13406, 14301, -1805, 1550, -31426, 20883, -12081, -22011, -11486, -1938, -9141],[2171, -14783, 12840, -15074, 2503, -5318, -3968, 1349, -1003, 13526, -932, 21676, 30051, 32329, -1133, -6157, -25571, 16880],[-22123, -11464, -25027, -7031, -3736, -12239, -7137, -16570, -4188, -27528, -11281, 6045, -18732, 17158, 18026, -4040, 16644, 16421]]"
values_95,10,17,"[[4625, 25801, 22468, -22406, -5633, 11128, 6387, -2870, 12353, 17712],[-9469, 6041, -15011, -4834, 5441, 4529, -14678, -29430, -18028, 5252],[-15619, 20043, 26501, 25509, -3583, -10535, 9026, -3980, 22246, 3775],[-18316, 25515, -4796, 26843, -21334, -13415, -3572, 11198, 17018, -22175],[7448, 13777, -10492, -14107, -13186, -10785, 7972, -5173, 14498, 25412],[-20046, 23111, 12086, -26772, 27197, 18337, -27648, 5695, -1544, 14239],[27067, -20176, 13317, 16376, -14939, 4431, 3851, -26451, 19491, 10672],[-29661, -29989, -17927, 31352, 7808, -11279, -16815, -10796, -22121, -12265],[-27056, -24233, 11684, 29176, -18525, -16249, -32392, -21194, 30023, 32668],[25335, -25041, -24524, 21396, 20439, -29504, 4782, 2284, -32613, -26283]]"
values_98,10,15,"[[-12138, -12594, -7272, -23107, 17147, -22703, -11229, 1595, 25229, -1015],[-10724, -22219, -4853, -14730, -3326, -5833, -10494, 26405, 1141, 5951],[30430, 632, 7914, 32128, -12178, 13398, -25442, 12746, 30340, 14095],[-21337, 606, -10904, 30335, 25404, -28650, 22154, 13287, -8288, 22324],[1358, 32612, 15474, -7396, 8107, 27390, 22156, -8946, -27162, -10520],[-13699, -20001, -15355, -352, -21474, -27956, -27877, -21754, 9973, 1260],[-23464, 24489, 2485, -24700, 25515, -22082, 11702, -31503, 1353, 19843],[-28083, -14487, -22102, 10250, -8470, -3783, 11496, 14198, 8667, -30552],[28984, -19002, -17669, -4364, -4858, -21559, 28100, -12799, -30149, -12604],[20999, -4105, -19168, -31413, 3794, -25938, -15189, 21229, -23500, -15196]]"
values_8,24,15,"[[-28947, -10194, 25039, 29740, -31755, 20095, -7202, -7660, 24415, 27330, 27803, -26248, -19572, 14389, -24696, 29788, -11047, -14136, -11756, 10891, -7749, 30216, 12429, -155],[18735, -9037, 7938, -15490, 26964, -26933, 32762, 21122, -13888, 13397, 31559, -14225, 26898, -30667, 8274, 1033, -15987, -32265, -620, 11480, 9978, -28541, -7677, -21309],[19760, 20420, -20086, -23220, 5530, 12883, 21163, 32523, -31849, -31381, -8792, 7135, 1567, 26235, 28053, 16330, 20521, 21443, 16734, -22384, -30245, -31593, -10927, -29956],[13821, -12152, 17727, 16563, -16991, 5436, 20907, 11499, -3075, -2281, 24415, -29554, -28036, -16405, -24207, 24071, -15927, -16485, -3193, -25694, -6511, 14621, -19373, 20713],[-30863, -11444, -17122, 9816, -18670, -3310, -23990, 11246, 11678, -2667, 24310, 24636, 11022, -30830, 833, -20631, -25547, 16659, 7926, 24861, -29189, 20225, 31571, -30968],[-7856, 31393, 28110, -11418, 18797, -13197, -29019, 7245, -21590, 6524, 19373, 18970, 1864, 24482, 20763, -24670, 5740, 18767, -30303, -21867, -4926, 4918, -1524, -30159],[-20947, -10715, -28344, 14700, -32487, -1169, -26510, -17646, 15729, -15491, 906, -9047, -22140, 30565, 25629, -14740, -1404, 6991, -22479, 27820, -28409, -7489, -5606, -27235],[10624, -3143, -22888, 20861, 31242, -4864, 24228, 19105, 6497, 28380, -16781, 21928, 12263, 13924, 28225, -28755, 12426, -4638, -21289, 28777, -7184, 11826, 13895, -12156],[12041, -18496, -9504, -30300, 14608, -28001, 2867, -3370, -7968, 2226, -2953, -13828, -26887, -20911, -4499, 8752, -4301, 16375, 23654, -24775, -24784, -2365, 19216, 19041],[-10057, 14498, 24318, -7695, 15946, -22589, -28669, -17708, 24399, 28899, -7411, -20374, 12410, -18457, 5405, -24083, 14836, 3246, 19288, -9503, 19331, 13679, -27528, 7885],[-9776, -12995, -5694, 21044, -25439, 5210, -8299, 6873, -30757, 12081, 15011, -23667, -20444, 18761, -19127, -26352, -22294, 26515, -22737, 13813, -17320, 26247, 28101, -19723],[-14840, 10232, -25150, 13512, 24495, -14626, 26840, 13645, -8060, 30352, -28576, 21398, -32289, 30752, 5069, 31861, 22950, -15281, 7870, -4163, -25220, -4302, -22464, 27409],[4440, 25477, -21272, -18819, 6586, -26248, -4391, -11597, 22305, 31803, 18353, -18758, 15933, 20776, -32518, -32341, -29317, 30006, -28723, 30322, -21791, -28815, -1337, -20550],[29465, 19580, -31819, 5989, 2408, 383, 14944, 9803, -27114, -1432, 360, -18667, -9498, 8649, -25438, -6438, 24575, 31332, -21262, -2592, -4272, -24572, -5350, 29440],[27243, -19980, -8710, 28369, 13817, 30613, 15427, -7485, -13641, -15551, -13969, 20198, -13724, 26623, 26026, -244, 28546, -16235, 14029, -20877, -30038, 29565, 6626, -15705],[8320, 23422, 9617, -4786, -23128, -20622, 6531, -28574, 20983, 5672, -3225, -16317, 13498, -24823, 13219, -27645, -10414, -28629, 17853, -9839, -28845, 7797, -1940, 9020],[-10155, -4461, -3136, 4242, -812, -25742, 5522, -22142, 9891, 16244, -25548, -26517, -18442, -4306, 23930, 30429, 30285, 31529, 27688, 7909, -1082, -23550, 9577, 16645],[2098, 376, -29016, 11977, -10536, -9547, 8100, -2566, -2259, -12310, -4302, -19941, -26039, 27587, -24887, -26351, -30138, 12697, -17100, 14959, 24817, 32582, 18700, 12174],[-22260, -29119, -25912, 23723, -5294, 17280, -25975, -13281, 2455, -15343, 11823, 22313, -27677, -11526, -14704, 7982, 11177, 10776, -1770, -21952, -23646, 24305, 16792, -8505],[-21661, -14453, -28009, -12936, 27657, 4647, 20455, 4456, 12892, 11196, 26945, 5044, 13263, -28116, -23425, 28554, 14980, 6867, -18938, 24840, -18495, 14220, 12554, 17101],[-29658, -22311, 6230, -22290, 2648, 12556, -28649, 32666, 8254, 22422, 20472, 7869, 17758, -25634, 30293, -19073, -23676, 10956, -22643, 12302, -10001, -29228, -18504, 21872],[-6578, -11790, -16334, 28392, 14062, 29083, -15742, 19676, -4797, 2331, -17915, 20909, -4133, 28908, 29830, -18725, -17163, 6100, 22858, 9736, -32345, -22727, 31317, -28644],[22753, 5933, -29887, 12374, -27114, -26162, 5109, 3180, 14696, -17436, -23935, 8036, 29695, 3849, -20149, -27166, 13153, -6299, 22213, 1416, 29395, 6895, 14430, -20940],[9120, 2393, -16633, -29883, 20430, -8314, 20259, 12821, 9489, 29989, -20713, -29187, 27336, 12097, 20814, -24069, -7092, 8506, 24760, 4317, 10228, 16823, -23210, -2013]]"
values_18,12,15,"[[13310, 9209, -2071, 7712, -28706, 6166, -11270, -25581, 4916, -20888, -4627, -14893],[-16028, -30627, 23128, -14991, -20572, 10513, -22544, -6591, -6072, -25169, -32265, -29814],[27643, 20809, 29714, 4942, -18253, 27607, -32006, -3485, -24326, -6729, 21326, -23535],[19040, 20751, 13311, -24719, -5807, -20292, -23469, -850, 28725, -14282, 25798, -24720],[12523, -12288, 4262, -18679, -16307, -3574, -32455, 10595, 24497, 13813, -5171, 17792],[-22701, 3909, 17983, -9434, 12375, -18794, -25361, 32098, 22711, -32590, -5302, 6756],[13820, -26002, 1100, -10431, 8196, 17431, -21814, -5889, -6099, 5033, -4191, 12163],[13789, 1658, 8065, 25066, 24106, -18100, 9135, 5599, 6411, -32712, 5730, -5043],[-20398, 14380, -8697, -13453, -24799, -1689, 24137, 27982, 253, -21299, -5346, 23738],[-9232, 1505, 7904, -18359, -24346, -28274, 15080, 10221, 17983, -28359, 13481, 19234],[12268, -11597, -30662, 18107, -19252, -6811, 31351, 24692, -14169, 20434, 13779, 16621],[-26530, 25815, -17397, 27419, 10430, -29395, 19448, 8189, 27498, -9529, -22436, 9181]]"
values_28,4,15,"[[-17812, -11809, 23205, 32713],[13841, 3277, -2871, 32574],[-21072, 29461, -188, -17822],[20512, -12089, 25568, -16299]]"
values_81,14,32,"[[30774, -3223, 5214, -8831, 13531, 8808, -13262, -18823, 27590, 11585, 1893, -11186, -32151, 31576],[-18915, -30656, -18130, -22721, -29367, -25321, -17066, -17996, 18122, 9243, -29053, 2585, 26532, -17634],[-8559, 73, -11268, 22752, -14469, -24592, -12036, -27844, 8658, 8778, -27139, 13432, 6321, -14491],[7743, 8509, 22747, 26414, -3477, -23806, 28915, 17054, -121, 13216, 17374, 6111, 15864, -17753],[20956, 6797, -5500, -32760, -18729, 24782, -27534, -9829, -6542, -172, 7074, -17785, -8838, 21850],[-24900, -5791, 15771, -32668, 19470, 12782, 1407, -5961, 18480, -6254, 29203, -17014, -19186, -11105],[24004, 5100, -18425, -27870, -27556, -26114, -13642, 18675, -7511, -6305, 16136, -25680, 28406, 20552],[19416, -19138, 8183, -3992, -7694, 1284, -25916, 2889, 24091, 21973, -3856, 9948, -1726, -9607],[-9857, -3848, 29422, 28071, 8997, -23881, -8747, -1886, -21672, 13158, 4648, -24282, 30672, -10758],[3842, -29760, 32358, 23581, 18251, 10213, -28139, 21915, -1358, 5539, 25490, -29961, 18633, 5047],[-18258, -25028, -18578, 29487, 24738, 14403, -11954, 2793, 32389, 18940, 27502, -13454, -11575, 21675],[24058, -14081, -3912, -18817, -26654, 31417, 20968, 13251, -5555, -17239, -19832, 31118, -30616, 26145],[4609, -18512, 8664, -30055, -5724, -14661, 15980, -9672, -8990, -28651, -24791, 7406, -22816, 29513],[12818, 28424, 14343, 18465, -26314, -21944, 13428, -19108, 12878, -18551, 13558, 10850, -28463, -2254]]"
